campany_name,rating,headquarter,headquarter,num_of_locations,pub_or_pri,how long,employees,reviews,reviews,salaries,jobs,interviews
Bharat Seats ,3.7,"Gurgaon/Gurugram,Haryana + 7 more",Gurgaon/Gurugram, 7,Public,36,201-500 Employees (India),,217,1k,2,4
TI Cycles of India ,4.3,"Chennai,Tamil Nadu + 23 more",Chennai, 23,Public,73,1k-5k Employees (India),,217,679,,4
Impetus Technologies ,4,Los Gatos + 14 more,Los, 14,Private,31,1k-5k Employees (India),,217,2.6k,84,28
Linkquest Telecom ,3.4,"Noida,Uttar Pradesh + 34 more",Noida, 34,Private,26,501-1k Employees (India),,217,689,,7
Rieter ,3.9,"Khandala,Punjab + 8 more",Khandala, 8,Private,27,501-1k Employees (India),,217,1.3k,7,5
Lloyd Insulations ,3.8,"Delhi/NCR,Delhi + 19 more",Delhi/NCR, 19,Private,64,501-1k Employees (India),,217,1k,,6
Harsha Engineers ,4.1,"Ahmedabad,Gujarat + 7 more",Ahmedabad, 7,Private,36,501-1k Employees (India),,217,1.2k,,13
Zoomcar ,3.8,"Bangalore,Karnataka + 29 more",Bangalore, 29,Private,10,1k-5k Employees (India),,217,1.1k,81,3
Bharat Aluminium Company (BALCO) ,4,"Delhi/NCR,New Delhi + 10 more",Delhi/NCR, 10,Private,57,1k-5k Employees (India),,217,1.2k,,12
Teradata ,4.1,"San Diego,California + 7 more",San Diego, 7,Private,43,1k-5k Employees (India),,217,2.8k,30,22
Worldline Global Services ,3.9,"Bezons,Val Doise + 21 more",Bezons, 21,Private,48,1k-5k Employees (India),,217,1.9k,35,7
Aculife Healthcare ,3.7,"Ahmedabad,Gujrat + 19 more",Ahmedabad, 19,Private,8,1k-5k Employees (India),,216,972,4,16
Piramal Swasthya ,4,"Hyderabad/Secunderabad,Telangana + 33 more",Hyderabad/Secunderabad, 33,NGO/NPO,15,10k-50k Employees (India),,216,683,3,3
Tata Toyo Radiator ,3.4,"Pune,Maharashtra + 8 more",Pune, 8,,24,201-500 Employees (India),,216,890,,6
New Holland Fiat (India) ,4.4,"Delhi/NCR,Delhi + 32 more",Delhi/NCR, 32,Private,24,501-1k Employees (India),,216,547,,5
Syndicate Bank ,4.1,"Bangalore/Bengaluru,Karnataka + 56 more",Bangalore/Bengaluru, 56,Public,97,10k-50k Employees (India),,216,653,,4
Rolta India ,3,"Mumbai,Maharashtra + 11 more",Mumbai, 11,Public,33,501-1k Employees (India),,216,942,,1
Fujiyama Power System ,3.7,"Delhi/NCR,Delhi + 28 more",Delhi/NCR, 28,Private,26,51-200 Employees (India),,216,909,4,12
Becton Dickinson ,4.2,"Franklin Lakes,New Jersey + 21 more",Franklin Lakes, 21,,21,1k-5k Employees (India),,227,1.5k,18,10
Hinduja Housing Finance ,4.1,"Chennai,Tamil Nadu + 76 more",Chennai, 76,Private,7,1k-5k Employees (India),,215,1.2k,,11
Tsys Card Tech Services ,4.3,"Columbus,Georgia + 2 more",Columbus, 2,,38,1k-5k Employees (India),,215,2.2k,103,18
Reliance Fresh ,4.5,Mumbai + 50 more,Mumbai, 50,Private,16,1k-5k Employees (India),,215,665,,10
Sri Krishna Pharmaceuticals ,3.9,"Hyderabad/Secunderabad,Telangana + 4 more",Hyderabad/Secunderabad, 4,Private,48,201-500 Employees (India),,215,1.1k,1,4
Indostar Capital Finance ,4.1,"Mumbai,Maharashtra + 100 more",Mumbai, 100,Public,11,501-1k Employees (India),,215,1.4k,1,5
M*Modal ,3.1,"Franklin,Tennesse + 8 more",Franklin, 8,Private,21,1k-5k Employees (India),,215,668,,1
URC Construction ,3.7,"Chennai,Tamil Nadu + 21 more",Chennai, 21,Private,66,201-500 Employees (India),,215,1.3k,1,18
UCO Bank ,4,"Kolkata,West Bengal + 67 more",Kolkata, 67,Public,79,5k-10k Employees (India),,215,674,,11
Syrma Technology ,4.1,"Chennai,Tamil Nadu + 8 more",Chennai, 8,Private,18,201-500 Employees (India),,215,1.2k,1,3
Tirumala Milk Products ,4.1,"Chennai,Tamil Nadu + 30 more",Chennai, 30,Private,26,201-500 Employees (India),,215,771,28,8
Runwal Group ,4,"Mumbai,Maharashtra + 5 more",Mumbai, 5,,44,201-500 Employees (India),,215,1.4k,1,6
PayU Payments ,4.2,Amsterdam + 11 more,Amsterdam, 11,Private,20,1k-5k Employees (India),,218,1.6k,201,11
Precision Automation & Robotics India ,3.8,"Satara,Maharashtra + 6 more",Satara, 6,Private,32,1k-5k Employees (India),,214,962,12,3
Anmol Industries ,4,"Kolkata,West Bengal + 31 more",Kolkata, 31,Public,28,501-1k Employees (India),,214,933,1,12
Ashapura Group Of Industries ,4,"Mumbai,Maharashtra + 26 more",Mumbai, 26,Public,62,201-500 Employees (India),,214,1k,,6
CSG International ,4.3,"Englewood,Colorado + 2 more",Englewood, 2,Private,28,1k-5k Employees (India),,214,2.2k,11,8
Scania ,4.3,"Södertälje,Södertälje + 20 more",Södertälje, 20,Private,131,201-500 Employees (India),,214,380,,6
Continental Engines ,4.1,New Delhi + 22 more,New, 22,Private,39,10k-50k Employees (India),,214,1.1k,1,4
Myk Laticrete ,4,"Hyderabad/Secunderabad,Telangana + 32 more",Hyderabad/Secunderabad, 32,Private,22,1k-5k Employees (India),,214,946,29,2
Star Bazaar ,4.3,"Mumbai,Maharashtra + 18 more",Mumbai, 18,Private,24,1k-5k Employees (India),,214,670,2,6
Teamware Solutions ,4.1,"Chennai,Tamil Nadu + 9 more",Chennai, 9,Private,19,501-1k Employees (India),,214,1.7k,103,14
Kirby Building Systems ,3.8,Kuwait City + 19 more,Kuwait, 19,Private,24,501-1k Employees (India),,214,1k,,7
Securitas ,4.2,Stockholm + 23 more,Stockholm, 23,Private,88,10k-50k Employees (India),,214,996,3,11
L&T Valves ,3.8,"Chennai,Tamil Nadu + 9 more",Chennai, 9,Private,61,501-1k Employees (India),,214,1.3k,,3
Mahagun India ,3,"Noida,Uttar Pradesh + 5 more",Noida, 5,Private,27,501-1k Employees (India),,214,728,5,7
Tata BlueScope Steel ,3.7,"Pune,Maharashtra + 21 more",Pune, 21,Private,20,501-1k Employees (India),,214,770,6,9
Samvardhana Motherson Group ,3.9,Noida + 22 more,Noida, 22,,47,5k-10k Employees (India),,3.5k,1.1k,,4
El Seif Engineering Contracting ,4.3,Riyadh + 14 more,Riyadh, 14,Private,47,51-200 Employees (India),,213,211,,3
Henkel Adhesives Technologies ,4.3,"Düsseldorf,North Rhine-Westphalia + 17 more",Düsseldorf, 17,Private,32,501-1k Employees (India),,213,1.1k,5,3
Aizant Drug Research Solutions ,3.8,"Hyderabad/Secunderabad,Telangana + 1 more",Hyderabad/Secunderabad, 1,Private,17,501-1k Employees (India),,213,943,5,5
Cosmo Films ,4.3,"Delhi/NCR,New Delhi + 6 more",Delhi/NCR, 6,Public,41,1k-5k Employees (India),,213,1.1k,25,12
Indo Farm Equipment ,3.4,"Solan,Madhya Pradesh + 28 more",Solan, 28,Private,28,501-1k Employees (India),,213,796,,4
Agilent Technologies ,4.2,"Santa Clara,California + 13 more",Santa Clara, 13,Private,23,1k-5k Employees (India),,229,1.6k,38,9
Conviction HR ,4.7,Mumbai + 8 more,Mumbai, 8,Private,10,501-1k Employees (India),,212,98,6,4
Kutchina ,3.8,"Kolkata,West Bengal + 43 more",Kolkata, 43,Private,19,201-500 Employees (India),,212,833,,4
NeoGrowth Credit ,3.9,"Mumbai,Maharashtra + 24 more",Mumbai, 24,Private,9,501-1k Employees (India),,212,1.2k,1,4
JNS Instruments ,3.8,Gurgaon + 12 more,Gurgaon, 12,Public,21,501-1k Employees (India),,212,1.2k,,9
Data Entry ,3.8,New Delhi + 74 more,New, 74,Private,23,51-200 Employees (India),,212,1.7k,5,51
L. N. Malviya Infra Projects Group ,3.9,"Bhopal,Madhya Pradesh + 56 more",Bhopal, 56,Private,12,1k-5k Employees (India),,212,868,,12
Waaree Energies ,3.5,"Mumbai,Maharashtra + 23 more",Mumbai, 23,Private,33,51-200 Employees (India),,212,1k,8,12
Cordova Publication ,3,"Delhi/NCR,New Delhi + 45 more",Delhi/NCR, 45,Private,13,11-50 Employees (India),,212,674,1,2
Mahindra Insurance Brokers ,4.1,Mumbai + 65 more,Mumbai, 65,Private,18,1k-5k Employees (India),,212,837,,2
Rajsriya Automotive Industries ,3.1,"Hosur,Tamil Nadu + 7 more",Hosur, 7,Private,45,501-1k Employees (India),,211,974,3,6
S. M. Auto Engineering ,3.5,"Pune,Maharashtra + 4 more",Pune, 4,Private,46,501-1k Employees (India),,211,1k,,6
Bmm Ispat ,3.9,"Bangalore/Bengaluru,Karnataka + 7 more",Bangalore/Bengaluru, 7,Public,46,1k-5k Employees (India),,211,721,,9
SG Analytics ,3.8,Pune + 2 more,Pune, 2,Private,16,1k-5k Employees (India),,211,1.4k,50,26
Holcim ,3.5,Navi Mumbai + 24 more,Navi, 24,Private,110,1k-5k Employees (India),,211,1.3k,16,10
IOT Infrastructure & Energy ,4.3,"Mumbai,Maharashtra + 24 more",Mumbai, 24,Private,26,1k-5k Employees (India),,211,930,,2
National Fertilizers ,4.2,Noida + 22 more,Noida, 22,Public,48,1k-5k Employees (India),,211,750,,11
ADNOC ,4.6,"Abu Dhabi,Abu Dhabi + 6 more",Abu Dhabi, 6,Private,51,1k-5k Employees (India),,211,677,,6
Solara Active Pharma Sciences ,3.7,"Chennai,Tamil Nadu + 11 more",Chennai, 11,Public,4,1k-5k Employees (India),,211,1.7k,,13
Consulting Engineers Group ,4.3,"Jaipur,Rajasthan + 38 more",Jaipur, 38,Public,38,501-1k Employees (India),,210,827,3,8
Tanishq Jewellery ,4.5,Bengaluru + 78 more,Bengaluru, 78,,28,501-1k Employees (India),,210,744,,10
Himatsingka Seide ,3.8,"Bangalore/Bengaluru,Karnataka + 6 more",Bangalore/Bengaluru, 6,Public,37,1k-5k Employees (India),,210,1k,8,11
Zeetech Management And Marketing ,4.5,Dehradun + 35 more,Dehradun, 35,Private,11,1-10 Employees (India),,210,19,,3
SMEC ,4.3,"North Sydney,New South Wales + 47 more",North Sydney, 47,Private,52,1k-5k Employees (India),,210,836,2,9
Gokaldas Exports ,4,"Bangalore/Bengaluru,Karnataka + 11 more",Bangalore/Bengaluru, 11,Public,43,10k-50k Employees (India),,210,969,25,9
Aurionpro Solutions ,4.1,"Mumbai,Maharashtra + 26 more",Mumbai, 26,Public,25,1k-5k Employees (India),,210,1.6k,5,7
Novateur Electrical & Digital Systems ,3.9,Chennai + 51 more,Chennai, 51,Private,38,501-1k Employees (India),,210,844,9,3
Reliance Jewels ,4.3,"Mumbai,Maharashtra + 65 more",Mumbai, 65,Private,15,201-500 Employees (India),,210,726,,7
Religare Finvest ,4.5,"Delhi/NCR,Delhi + 33 more",Delhi/NCR, 33,Public,16,1k-5k Employees (India),,210,474,,1
Accelya Solutions India Limited ,3.6,"Mumbai,Maharashtra + 6 more",Mumbai, 6,Private,36,1k-5k Employees (India),,210,1.6k,16,6
METRO Global Business Services ,4.2,Pune + 1 more,Pune, 1,Public,11,201-500 Employees (India),,210,921,,5
HungerBox ,4,"Bangalore,Karnataka + 14 more",Bangalore, 14,Private,6,501-1k Employees (India),,210,874,5,5
Astra Microwave Products ,4,"Hyderabad/Secunderabad,Telangana + 6 more",Hyderabad/Secunderabad, 6,Public,31,51-200 Employees (India),,210,1.3k,,8
Karvy Innotech ,3.2,"Hyderabad/Secunderabad,Telangana + 33 more",Hyderabad/Secunderabad, 33,Public,10,51-200 Employees (India),,210,1.8k,1,10
ManipalCigna Health Insurance ,4,"Mumbai,Maharashtra + 64 more",Mumbai, 64,JV,10,1k-5k Employees (India),,210,1.6k,3,10
Kiya.ai ,3.3,"Mumbai,Maharashtra + 5 more",Mumbai, 5,,27,201-500 Employees (India),,210,2.4k,22,15
Hitachi Hi-Rel Power Electronics ,3.8,"Ahmedabad,Gujarat + 23 more",Ahmedabad, 23,Private,39,501-1k Employees (India),,209,1.2k,,7
Intercontinental Consultants & Technocrats ,3.9,"Delhi/NCR,New Delhi + 41 more",Delhi/NCR, 41,Private,35,1k-5k Employees (India),,209,886,16,11
Gujarat Ambuja Exports ,3.8,"Ahmedabad,Gujarat + 24 more",Ahmedabad, 24,Public,31,1k-5k Employees (India),,209,872,1,8
ESDS Software Solutions ,4,"Nashik,Maharashtra + 11 more",Nashik, 11,Private,17,501-1k Employees (India),,209,1.5k,5,5
Nestaway ,3.8,"Bangalore,Karnataka + 12 more",Bangalore, 12,Private,7,201-500 Employees (India),,209,1.5k,,5
Naaptol Online Shopping ,3.2,"Mumbai,Maharashtra + 21 more",Mumbai, 21,Private,14,51-200 Employees (India),,209,741,9,8
Sri Aurobindo Society ,3.5,"Pondicherry/Puducherry,Tamil Nadu + 14 more",Pondicherry/Puducherry, 14,NGO/NPO,62,201-500 Employees (India),,209,714,25,10
Parksons Packaging ,4.1,"Mumbai,Maharashtra + 16 more",Mumbai, 16,Private,26,501-1k Employees (India),,209,816,7,7
KLAY Schools ,4.4,Bangalore + 16 more,Bangalore, 16,Private,11,1k-5k Employees (India),,209,924,25,10
Hamdard ,4.1,"Delhi/NCR,Delhi + 39 more",Delhi/NCR, 39,NGO/NPO,116,501-1k Employees (India),,209,776,,7
BCH Electric ,4.2,"Delhi/NCR,New Delhi + 23 more",Delhi/NCR, 23,Private,57,501-1k Employees (India),,209,933,,6
Electrosteel Casting ,3.9,"Kolkata,West Bengal + 9 more",Kolkata, 9,Public,67,1k-5k Employees (India),,209,1k,,12
TOPS ,4,"Delhi,NCT + 26 more",Delhi, 26,Private,38,501-1k Employees (India),,209,600,6,5
Hitachi Consulting ,4,"Dallas,Texas + 9 more",Dallas, 9,Private,22,1k-5k Employees (India),,209,1.9k,,2
Yodlee ,3.8,"Redwood City,San Francisco + 2 more",Redwood City, 2,Private,23,1k-5k Employees (India),,209,1.8k,54,13
Four Points By Sheraton ,4.5,"Bethesda,Maryland + 28 more",Bethesda, 28,,27,501-1k Employees (India),,209,362,,3
Buhler ,3.9,"Uzwil,St. Gallen + 19 more",Uzwil, 19,Private,162,501-1k Employees (India),,209,1k,,5
Go First ,3.3,"Mumbai,Maharashtra + 26 more",Mumbai, 26,Public,17,1k-5k Employees (India),,209,1.3k,17,11
Zimetrics Technologies  ,4.7,"Pune,Maharashtra + 4 more",Pune, 4,,7,201-500 Employees (India),,209,287,7,1
Wolters Kluwer ,3.9,"Alphen Aan Den Rijn,South Holland + 11 more",Alphen Aan Den Rijn, 11,,186,1k-5k Employees (India),,209,2k,161,21
Prime Focus ,3.6,Mumbai + 11 more,Mumbai, 11,Public,25,1k-5k Employees (India),,512,614,14,
Infosys Consulting ,3.8,Zurich + 22 more,Zurich, 22,,18,1 Lakh+ Employees (India),,249,2.3k,,129
Tally Solutions ,4.4,"Bangalore/Bengaluru,Karnataka + 46 more",Bangalore/Bengaluru, 46,Private,36,501-1k Employees (India),,210,1.4k,46,6
Orient Bell ,4,"Delhi/NCR,Delhi + 45 more",Delhi/NCR, 45,Public,45,501-1k Employees (India),,208,986,1,3
Airtel DTH Services ,4.3,Gurgaon + 75 more,Gurgaon, 75,,14,5k-10k Employees (India),,208,999,,11
Gopaljee Dairy Foods ,3.8,"Noida,Uttar Pradesh + 29 more",Noida, 29,Private,33,501-1k Employees (India),,208,724,,1
Electrical Research & Development Association ,3.9,"Vadodara/Baroda,Gujarat + 20 more",Vadodara/Baroda, 20,Private,48,201-500 Employees (India),,208,858,1,4
Azmeel Contracting ,3.5,Al Jubail + 7 more,Al, 7,Private,34,1k-5k Employees (India),,208,214,,2
SOLAR INDUSTRIES INDIA ,4,"Nagpur,Maharashtra + 24 more",Nagpur, 24,Public,27,5k-10k Employees (India),,208,1.2k,,19
Kellogg Brown and Root ,4.5,"Houston,Texas + 19 more",Houston, 19,Public,24,51-200 Employees (India),,208,879,37,4
Carl Zeiss ,3.8,Stuttgart + 22 more,Stuttgart, 22,Private,13,501-1k Employees (India),,208,1.3k,28,3
Mjunction Services ,3.9,Kolkata + 18 more,Kolkata, 18,JV,21,501-1k Employees (India),,208,1.2k,1,4
Fenesta Building Systems ,4.2,"Gurgaon/Gurugram,Haryana + 39 more",Gurgaon/Gurugram, 39,Private,19,501-1k Employees (India),,208,934,,13
Caretel Infotech ,3.6,"Delhi/NCR,New Delhi + 9 more",Delhi/NCR, 9,Private,18,5k-10k Employees (Global),,208,663,,7
National Engineering Industries ,4,"Jaipur,Rajasthan + 17 more",Jaipur, 17,Private,76,1k-5k Employees (India),,208,1k,,9
Indian Overseas Bank ,3.8,"Chennai,Tamil Nadu + 56 more",Chennai, 56,Private,85,10k-50k Employees (India),,208,929,,5
Alicon Castalloy ,3.8,"Pune,Maharashtra + 7 more",Pune, 7,Public,32,501-1k Employees (India),,208,914,,5
Orix Auto Infrastructure Services ,4.3,"Mumbai,Maharashtra + 17 more",Mumbai, 17,Public,27,201-500 Employees (India),,208,650,,3
Nilons Enterprises ,4.1,"Pune,Maharashtra + 29 more",Pune, 29,Private,60,501-1k Employees (India),,208,758,,6
Hettich ,3.8,Kirchlengern + 23 more,Kirchlengern, 23,Private,134,201-500 Employees (India),,208,1.3k,5,7
Muthoot Pappachan Group ,4,"Trivandrum/Thiruvananthapuram,Kerala + 62 more",Trivandrum/Thiruvananthapuram, 62,Private,135,10k-50k Employees (India),,3.1k,857,1,2
ANAROCK Property Consultants ,3.9,"Mumbai,Maharashtra + 19 more",Mumbai, 19,Private,5,1k-5k Employees (India),,207,1.4k,159,14
Synergy Property Development Services ,4,"Bangalore/Bengaluru,Karnataka + 22 more",Bangalore/Bengaluru, 22,Private,19,201-500 Employees (India),,207,670,,4
Wildcraft ,4.1,Bangalore + 33 more,Bangalore, 33,Private,24,1k-5k Employees (India),,207,936,14,3
Reliance Money ,4.5,"Mumbai,Maharashtra + 42 more",Mumbai, 42,Private,16,51-200 Employees (India),,207,747,,2
Astral Polytechnik ,4.2,"Ahmedabad,Gujarat + 41 more",Ahmedabad, 41,Public,26,501-1k Employees (India),,206,962,12,9
American Axle & Manufacturing ,4.3,"Detroit,Michigan + 8 more",Detroit, 8,Private,28,501-1k Employees (India),,206,846,,8
Bonfiglioli Transmissions ,3.9,"Lippo Di Calderara Di Reno,Bologna + 10 more",Lippo Di Calderara Di Reno, 10,Private,66,201-500 Employees (India),,206,974,,12
Essilor ,4,Charenton-le-Pont + 31 more,Charenton-le-Pont, 31,Private,173,501-1k Employees (India),,206,1.1k,3,6
Regalix ,3.3,San Mateo + 2 more,San, 2,Private,17,1k-5k Employees (India),,206,1.5k,27,16
Netlink Software ,3.7,Madison Heights + 15 more,Madison, 15,Private,24,1k-5k Employees (India),,206,1.2k,24,8
GKC Projects ,4.1,"Hyderabad/Secunderabad,Telangana + 23 more",Hyderabad/Secunderabad, 23,Private,26,501-1k Employees (India),,206,441,,
Roche Diagnostics ,3.8,"Basel,Basel City + 25 more",Basel, 25,Private,126,201-500 Employees (India),,211,831,,5
MT Educare ,3.5,"Mumbai,Maharashtra + 21 more",Mumbai, 21,Public,34,1k-5k Employees (India),,205,720,5,2
Maxop Engineering Co. ,4.2,"Delhi/NCR,Delhi + 7 more",Delhi/NCR, 7,,19,201-500 Employees (India),,205,1.2k,,14
ACG Associated Capsules ,3.9,"Mumbai,Maharashtra + 9 more",Mumbai, 9,,58,1k-5k Employees (India),,205,860,24,5
NTT-Netmagic ,4.2,"Mumbai,Maharashtra + 12 more",Mumbai, 12,Private,24,201-500 Employees (India),,205,1.4k,14,2
Powerica ,4.2,"Mumbai,Maharashtra + 20 more",Mumbai, 20,Private,38,501-1k Employees (India),,205,755,3,2
Owens Corning ,4.1,"Toledo,Ohio + 7 more",Toledo, 7,Private,84,1k-5k Employees (India),,205,1.1k,11,6
Aeronautical Development Agency ,4.2,"Bangalore/Bengaluru,Karnataka + 1 more",Bangalore/Bengaluru, 1,Private,38,51-200 Employees (India),,205,1.2k,,1
The Louis Berger Group ,4,Montreal + 29 more,Montreal, 29,Private,137,10k-50k Employees (India),,205,516,5,6
Capco Technologies ,3.9,London + 9 more,London, 9,Private,24,1k-5k Employees (India),,205,2.3k,196,29
NTTF ,4,"Bangalore/Bengaluru,Karnataka + 29 more",Bangalore/Bengaluru, 29,Private,59,501-1k Employees (India),,205,891,,2
Kaynes Technology ,3.4,Mysore + 9 more,Mysore, 9,Private,34,501-1k Employees (India),,205,849,,5
Adient ,3.9,"Plymouth,MI + 11 more",Plymouth, 11,Private,26,501-1k Employees (India),,205,1.4k,3,2
Health Total  ,3.5,"Mumbai,Maharashtra + 11 more",Mumbai, 11,Private,25,11-50 Employees (India),,205,590,8,3
Bosch Rexroth India ,4.3,"Lohr A. Main,Bavaria + 13 more",Lohr A. Main, 13,Private,21,501-1k Employees (India),,205,769,,9
Shangri-la Hotels & Resorts ,4.4,Hong Kong + 17 more,Hong, 17,Public,51,501-1k Employees (India),,205,357,,3
UDAAN CARGO & LOGISTICS ,4.3,New Delhi + 59 more,New, 59,Private,7,201-500 Employees (India),,205,1.2k,,7
Writer Corporation ,3.7,"Mumbai,Maharashtra + 35 more",Mumbai, 35,Private,69,10k-50k Employees (India),,749,884,2,4
Talbros  ,3.7,"Gurgaon/Gurugram,Haryana + 11 more",Gurgaon/Gurugram, 11,Public,66,501-1k Employees (India),,245,1k,,9
Madura Micro Finance ,4.2,"Chennai,Tamil Nadu + 63 more",Chennai, 63,Private,16,501-1k Employees (India),,204,736,,2
Algonomy ,4.2,"Bangalore,Karnataka + 9 more",Bangalore, 9,Private,18,201-500 Employees (India),,204,1k,14,5
Harman Finochem ,3.8,"Mumbai,Maharashtra + 8 more",Mumbai, 8,Private,15,501-1k Employees (India),,204,1.5k,11,12
TravelTriangle ,4.1,"Noida,Uttar Pradesh + 6 more",Noida, 6,Private,12,51-200 Employees (India),,204,1k,15,5
Thryve Digital ,4.3,"Chennai,Tamil Nadu + 2 more",Chennai, 2,LLP,6,1k-5k Employees (India),,204,2k,57,18
Boehringer-Ingelheim ,4.1,Ingelheim + 35 more,Ingelheim, 35,Private,137,1k-5k Employees (India),,204,927,2,4
Army Medical Corps ,4.7,"Delhi/NCR,Delhi + 32 more",Delhi/NCR, 32,Govt Organisation,258,50k-1 Lakh Employees (India),,204,515,,5
Maharashtra Hybrid Seed Company ,4.1,"Jalna,Maharashtra + 43 more",Jalna, 43,Private,58,1k-5k Employees (India),,204,541,,2
Kailash Hospital ,4.1,Noida + 16 more,Noida, 16,Public,38,5k-10k Employees (India),,204,736,3,4
Global Indian International School ,4.2,Singapore + 16 more,Singapore, 16,Private,14,201-500 Employees (India),,204,604,33,9
Quinnox ,4.1,"Chicago,Illinois + 4 more",Chicago, 4,Private,20,1k-5k Employees (India),,204,2.1k,35,7
Kennametal ,3.8,"Latrobe,Pennsylvania + 7 more",Latrobe, 7,Public,84,1k-5k Employees (India),,204,1.2k,67,6
LanceSoft ,3.6,Herndon + 16 more,Herndon, 16,Private,22,201-500 Employees (India),,204,1.5k,136,20
AIS Glass Solutions ,3.8,Gurgaon + 25 more,Gurgaon, 25,Private,38,51-200 Employees (India),,204,1.2k,29,20
Aabasoft ,4.4,"Kochi/Cochin,Kerala + 4 more",Kochi/Cochin, 4,Private,20,501-1k Employees (India),,204,435,6,9
Hamilton Housewares ,3.9,"Mumbai,Maharashtra + 16 more",Mumbai, 16,Private,50,1k-5k Employees (India),,204,1.3k,19,9
GAVS Technologies ,4.2,"Princeton,New Jersey + 8 more",Princeton, 8,Private,24,1k-5k Employees (India),,204,2.3k,19,15
Seven Hills Hospital ,3.9,"Mumbai,Maharashtra + 9 more",Mumbai, 9,Private,36,1k-5k Employees (Global),,203,605,,2
Mungi Group ,3.8,"Pune,Maharashtra + 3 more",Pune, 3,Private,38,201-500 Employees (India),,203,1k,,7
Rusan Pharma ,3.2,"Mumbai,Maharashtra + 9 more",Mumbai, 9,Private,28,501-1k Employees (India),,203,1.1k,9,8
Roop Automotives ,4.3,"Gurgaon/Gurugram,Haryana + 5 more",Gurgaon/Gurugram, 5,Private,32,501-1k Employees (India),,203,1k,,4
Kirloskar Ferrous Industries ,3.9,"Koppal,Karnataka + 9 more",Koppal, 9,Public,31,1k-5k Employees (India),,203,840,,7
Rane Brake Lining ,4.3,"Chennai,Tamil Nadu + 11 more",Chennai, 11,Public,58,201-500 Employees (India),,203,847,,8
Gallagher Offshore Support Services ,3.9,Pune + 4 more,Pune, 4,Private,16,11-50 Employees (India),,203,1.2k,,8
LiquidHub ,3.8,Wayne + 8 more,Wayne, 8,Private,21,1k-5k Employees (India),,203,1.1k,,9
Sistema Shyam Teleservices ,4.9,Gurugram + 40 more,Gurugram, 40,Private,27,1k-5k Employees (India),,203,223,,
Dynacons Systems & Solutions ,3.8,"Mumbai,Maharashtra + 41 more",Mumbai, 41,Private,27,1k-5k Employees (India),,203,1k,4,11
Mirza International ,4.1,"Kanpur,Uttar Pradesh + 25 more",Kanpur, 25,Public,43,1k-5k Employees (India),,203,985,,3
LT Foods ,4.4,"Gurgaon/Gurugram,Haryana + 34 more",Gurgaon/Gurugram, 34,Public,32,201-500 Employees (India),,203,852,1,7
