Company Name,Rating,Locations,Headquarter,Number of locations,Public or private,How long since founded,Number of employees,Number of reviews,Amount of salaries,Number of jobs,Number of interviews,Country,Continent
Jaipur National University ,2.9,Jaipur + 2 more,Jaipur,2,Private,15,201-500 Employees (India),98000,340000,0,2,India,Asia
Inteva Products ,3.6,"Troy,Michigan + 1 more",Troy,2,Private,14,51-200 Employees (India),98000,580000,0,5,United States of America,Americas
Satvat Infosol ,3.9,"Chennai,Tamil Nadu + 2 more",Chennai,3,Private,23,201-500 Employees (India),98000,498000,10,3,India,Asia
Sika ,4.2,"Baar,Zug + 24 more",Baar,25,Public,112,201-500 Employees (India),98000,422000,0,5,Switzerland,Europe
SEABIRD LOGISOLUTIONS ,3.9,"Mumbai,Maharashtra + 16 more",Mumbai,17,Public,17,51-200 Employees (India),98000,414000,3,11,India,Asia
DBG Technology ,4.2,Huizhou + 5 more,Huizhou,5,,27,1k-5k Employees (India),98000,343000,0,13,China,Asia
Gruh Finance ,4.1,"Ahmedabad,Gujarat + 46 more",Ahmedabad,47,Public,34,501-1k Employees (India),98000,158000,0,0,India,Asia
Bygging India ,4.1,Mumbai + 13 more,Mumbai,13,Public,39,201-500 Employees (India),97000,449000,0,4,India,Asia
In2IT Technologies ,3.3,"Irving,Texas + 8 more",Irving,9,Private,32,201-500 Employees (India),97000,693000,1,2,United States of America,Americas
Advanced Technology Consulting Service ,4.1,Montvale + 6 more,Montvale,6,Private,22,1k-5k Employees (India),97000,1100,0,5,United States of America,Americas
Relyon Softech ,3.8,"Bangalore,Karnataka + 12 more",Bangalore,13,Public,21,501-1k Employees (India),97000,669000,13,3,India,Asia
Net Access India ,3.5,"Chennai,Tamil Nadu + 15 more",Chennai,16,Public,25,501-1k Employees (Global),97000,764000,6,5,India,Asia
Corbus ,4.3,"West Carrollton,Ohio + 3 more",West Carrollton,4,Private,28,201-500 Employees (India),97000,309000,0,2,United States of America,Americas
Jbm Auto Components ,3.7,Gurgaon + 19 more,Gurgaon,19,Private,39,10k-50k Employees (Global),97000,755000,0,6,India,Asia
Benteler Automotive ,4.2,Salzburg + 3 more,Salzburg,3,Private,146,201-500 Employees (India),97000,317000,0,2,Austria,Europe
Salini Impregilo ,4.7,Milan + 5 more,Milan,5,Private,8,51-200 Employees (India),97000,185000,0,2,Italy,Europe
Agastya International Foundation ,4.4,Bangalore + 26 more,Bangalore,26,,23,1k-5k Employees (India),97000,240000,0,2,India,Asia
Enercon ,3.3,"Bremen,Bremen + 19 more",Bremen,20,Private,38,201-500 Employees (India),97000,283000,1,4,Germany,Europe
Sankara Nethralaya ,4.1,"Chennai,Tamil Nadu + 2 more",Chennai,3,Private,44,10k-50k Employees (India),97000,237000,3,1,India,Asia
MRF Vapocure Paints ,3.8,Chennai + 36 more,Chennai,36,,33,51-200 Employees (India),97000,510000,0,9,India,Asia
Sanmar Group ,3.6,Chennai + 12 more,Chennai,12,Public,50,1k-5k Employees (Global),97000,517000,0,7,India,Asia
Prompt Personnel Consultancy Services ,3.7,"Mumbai,Maharashtra + 20 more",Mumbai,21,Private,25,201-500 Employees (India),97000,536000,17,3,India,Asia
ACS ,3.5,"Duluth,Georgia + 23 more",Duluth,24,Private,24,50k-1 Lakh Employees (India),97000,488000,51,3,United States of America,Americas
Sun Technologies  ,4,Atlanta + 5 more,Atlanta,5,Private,27,201-500 Employees (India),97000,731000,83,6,United States of America,Americas
Pyrotech Electronics ,3.9,"Udaipur,Rajasthan + 6 more",Udaipur,7,Private,46,51-200 Employees (India),97000,507000,0,1,India,Asia
NPCC Engineering ,3.3,"Mumbai,Maharashtra + 8 more",Mumbai,9,Private,15,201-500 Employees (India),97000,421000,0,5,India,Asia
Jayem Automotives ,3,"Chennai,Tamil Nadu + 3 more",Chennai,4,Private,31,501-1k Employees (India),97000,457000,0,2,India,Asia
Automotive Stampings and Assemblies ,3.7,Pune + 6 more,Pune,6,Public,32,501-1k Employees (India),97000,402000,1,1,India,Asia
NSK ,4,Tokyo + 10 more,Tokyo,10,Public,106,51-200 Employees (India),97000,370000,0,1,Japan,Asia
Sopra Banking Software ,4.3,"Paris,Ile-de-France + 3 more",Paris,4,Public,10,51-200 Employees (India),97000,1200,0,8,France,Europe
Chennais Amirta International Institute of Hotel Management ,3.4,"Chennai,Tamil Nadu + 10 more",Chennai,11,Private,12,501-1k Employees (India),97000,303000,4,3,India,Asia
Mahindra Agri Solutions ,4.1,Mumbai + 24 more,Mumbai,24,,22,201-500 Employees (Global),146000,275000,0,3,India,Asia
Shriram EPC ,4.4,"Chennai,Tamil Nadu + 10 more",Chennai,11,Public,22,201-500 Employees (India),96000,435000,0,0,India,Asia
Atidiv ,3.3,"Pune,Maharashtra",Pune,#VALUE!,Private,13,201-500 Employees (India),96000,599000,6,5,India,Asia
Plintron Global Technology Solutions ,3.6,Singapore + 2 more,Singapore,2,Private,14,501-1k Employees (India),96000,747000,4,8,Singapore,Asia
Object Frontier Software ,3.7,"Chennai,Tamil Nadu",Chennai,#VALUE!,Private,25,501-1k Employees (India),96000,1400,10,6,India,Asia
Avanse Financial Services ,4.2,"Mumbai,Maharashtra + 17 more",Mumbai,18,Private,10,51-200 Employees (India),96000,738000,34,8,India,Asia
ABT Maruti ,4.2,Coimbatore + 14 more,Coimbatore,14,Private,101,1k-5k Employees (Global),96000,544000,0,2,India,Asia
AM InfoWeb ,3.8,"Ahmedabad,Gujarat + 1 more",Ahmedabad,2,Private,14,501-1k Employees (India),96000,339000,33,1,India,Asia
BookMyShow ,3.8,"Mumbai,Maharashtra + 12 more",Mumbai,13,Private,23,501-1k Employees (India),96000,675000,155,3,India,Asia
Givaudan ,4,"Vernier,Geneva + 6 more",Vernier,7,Private,127,201-500 Employees (India),96000,490000,0,2,Switzerland,Europe
American Oncology Institute ,4.2,"Pittsburgh,Pennsylvania + 12 more",Pittsburgh,13,Private,10,1-10 Employees (India),96000,404000,0,0,United States of America,Americas
Frost & Sullivan ,3.6,"Santa Clara,California + 6 more",Santa Clara,7,Private,61,201-500 Employees (India),96000,815000,4,9,Cuba,Americas
Zerodha ,4.2,Bangalore + 17 more,Bangalore,17,Public,12,1k-5k Employees (India),96000,523000,2,5,India,Asia
Prudent Corporate Advisory Services ,4.3,"Ahmedabad,Gujarat + 33 more",Ahmedabad,34,Private,22,501-1k Employees (India),96000,416000,8,1,India,Asia
Entercoms ,3.3,"Irving,Texas",Irving,#VALUE!,Private,18,201-500 Employees (India),96000,791000,17,5,United States of America,Americas
Educational Initiatives ,4.2,"Ahmedabad,Gujarat + 19 more",Ahmedabad,20,Private,21,201-500 Employees (India),96000,662000,50,8,India,Asia
Unity Infraprojects ,3.6,"Mumbai,Maharashtra + 15 more",Mumbai,16,Public,43,501-1k Employees (India),96000,203000,0,3,India,Asia
Metacube Software ,4.4,"Jaipur,Rajasthan + 1 more",Jaipur,2,Private,18,1k-5k Employees (India),96000,1000,3,5,India,Asia
Stedman Pharmaceuticals ,4.1,"Chennai,Tamil Nadu + 15 more",Chennai,16,Private,31,201-500 Employees (India),97000,194000,0,5,India,Asia
Cogoport ,4.2,"Mumbai,Maharashtra + 7 more",Mumbai,8,Private,6,51-200 Employees (India),95000,350000,19,1,India,Asia
Ray Engineering ,4.1,Mumbai + 12 more,Mumbai,12,,16,11-50 Employees (India),95000,409000,0,1,India,Asia
E-meditek Tpa Services ,3.7,Gurgaon + 16 more,Gurgaon,16,Private,22,501-1k Employees (Global),95000,106000,0,0,India,Asia
Avalara Technologies ,4.2,"Seattle,Washington + 4 more",Seattle,5,Private,18,1k-5k Employees (India),95000,810000,20,8,United States of America,Americas
Aranca ,3.9,"Mumbai,Maharashtra + 1 more",Mumbai,2,Private,19,501-1k Employees (India),95000,604000,59,0,India,Asia
India Infoline Housing Finance ,3.4,Gurgaon + 38 more,Gurgaon,38,Public,13,51-200 Employees (India),95000,551000,0,4,India,Asia
RND Softech ,3.8,"Coimbatore,Tamil Nadu",Coimbatore,#VALUE!,Private,23,1k-5k Employees (India),95000,607000,1,6,India,Asia
Windsor Machines ,3.7,"Ahmedabad,Gujarat + 14 more",Ahmedabad,15,Public,59,501-1k Employees (India),95000,468000,0,2,India,Asia
Integra Global Solutions ,3.5,"Wexford,Pennsylvania",Wexford,#VALUE!,Private,18,501-1k Employees (India),95000,724000,62,3,Ireland,Europe
InfoService ,3.2,"Chennai,Tamil Nadu + 17 more",Chennai,18,Private,18,501-1k Employees (Global),95000,226000,0,2,India,Asia
Excel Crop Care ,4.3,"Mumbai,Maharashtra + 14 more",Mumbai,15,Public,58,1k-5k Employees (India),95000,178000,1,0,India,Asia
Aamby Valley City ,4.3,Pune + 5 more,Pune,5,Public,19,1k-5k Employees (India),95000,191000,0,2,India,Asia
Dubai Electricity & Water Authority (DEWA) ,4.1,"Dubai,Dubai + 1 more",Dubai,2,Private,30,10k-50k Employees (India),95000,331000,0,3,United Arab Emirates,Asia
Atidan Technologies ,4.7,"Mumbai,Maharashtra + 4 more",Mumbai,5,Private,17,51-200 Employees (India),95000,266000,22,1,India,Asia
Sv Edusports ,4.4,Bangalore + 26 more,Bangalore,26,Private,13,1 Lakh+ Employees (India),95000,209000,1,0,India,Asia
Goel Ganga Group ,4.5,"Pune,Maharashtra + 2 more",Pune,3,Private,19,51-200 Employees (India),95000,378000,3,3,India,Asia
Indian Terrain Fashions ,3.9,"Chennai,Tamil Nadu + 25 more",Chennai,26,Public,22,201-500 Employees (India),95000,391000,0,2,India,Asia
Razorpay ,4,"Bangalore,Karnataka + 6 more",Bangalore,7,Private,8,1k-5k Employees (India),95000,1400,45,26,India,Asia
Praxis home Retail ,4.1,Mumbai + 23 more,Mumbai,23,Public,15,1k-5k Employees (India),95000,496000,4,1,India,Asia
Umlaut ,3.2,"Aachen,North Rhine-Westphalia + 3 more",Aachen,4,Private,26,501-1k Employees (India),95000,953000,1,3,Germany,Europe
GoMechanic ,3.7,"Gurgaon,Haryana + 20 more",Gurgaon,21,Private,6,501-1k Employees (India),95000,784000,20,18,India,Asia
Hindustan PowerProjects ,3.9,Delhi + 8 more,Delhi,8,Private,14,1-10 Employees (India),94000,509000,0,1,India,Asia
Kisan Mouldings ,4.3,"Mumbai,Maharashtra + 19 more",Mumbai,20,Public,40,501-1k Employees (India),94000,311000,0,1,India,Asia
H-one India ,3.8,Saitama + 9 more,Saitama,9,,16,51-200 Employees (India),94000,414000,0,1,Japan,Asia
KRYFS POWER COMPONENTS ,4.2,Mumbai + 10 more,Mumbai,10,Private,30,201-500 Employees (India),94000,384000,1,4,India,Asia
Faber Sindoori Management Services ,4,Chennai + 15 more,Chennai,15,,15,1k-5k Employees (Global),94000,354000,0,2,India,Asia
Underwriters Laboratories ,4.4,"Northbrook,Illinois + 6 more",Northbrook,7,Private,128,501-1k Employees (India),94000,543000,13,1,United States of America,Americas
Turner Construction ,4.2,"New York,New York State + 14 more",New York,15,Private,120,51-200 Employees (India),94000,510000,1,0,United States of America,Americas
CIGNEX ,4.3,"Livonia,Michigan + 8 more",Livonia,9,Private,22,501-1k Employees (India),94000,952000,29,4,United States of America,Americas
Sulphur Mills ,3.9,"Mumbai,Maharashtra + 15 more",Mumbai,16,Public,62,201-500 Employees (India),94000,504000,3,5,India,Asia
Carwale ,4,"Mumbai,Maharashtra + 15 more",Mumbai,16,Private,17,501-1k Employees (India),94000,648000,67,17,India,Asia
Upwork ,4.6,"Santa Clara,California + 23 more",Santa Clara,24,Public,7,501-1k Employees (India),94000,709000,48,5,Cuba,Americas
Axalta Coating Systems ,4.4,"Philadelphia,New South Wales + 16 more",Philadelphia,17,Private,9,51-200 Employees (India),94000,472000,0,2,United States of America,Americas
NIMS University ,3.3,"Jaipur,Rajasthan + 4 more",Jaipur,5,Private,14,501-1k Employees (India),94000,381000,0,2,India,Asia
Synchronoss Technologies ,4.3,"Bridgewater,New Jersey + 1 more",Bridgewater,2,Private,22,501-1k Employees (India),94000,1000,15,3,United States of America,Americas
Enova Facilities Management LLC ,4.3,"Chicago,Illinois + 11 more",Chicago,12,Private,20,1k-5k Employees (Global),94000,137000,0,3,United States of America,Americas
K R Mangalam University ,4.6,"Gurgaon,Haryana + 4 more",Gurgaon,5,,9,51-200 Employees (India),94000,132000,0,4,India,Asia
Oceanic Pharmachem ,4.4,"Mumbai,Maharashtra + 1 more",Mumbai,2,Private,24,11-50 Employees (India),94000,58000,0,17,India,Asia
NaviSite ,3.9,Andover + 1 more,Andover,1,Private,25,501-1k Employees (India),94000,873000,13,7,United States of America,Americas
Maccaferri ,3.7,Bologna + 16 more,Bologna,16,Private,143,201-500 Employees (India),94000,388000,0,4,Italy,Europe
Altius Customer Services ,3.6,"Mumbai,Maharashtra + 4 more",Mumbai,5,Private,19,201-500 Employees (India),94000,539000,0,4,India,Asia
Sunteck Realty ,3.4,"Mumbai,Maharashtra + 2 more",Mumbai,3,Public,41,51-200 Employees (India),94000,713000,20,5,India,Asia
Celebrity Cruises ,4.6,Miami + 3 more,Miami,3,,33,501-1k Employees (India),94000,104000,0,2,United States of America,Americas
NSDL e-Governance-Infrastructure ,4,"Mumbai,Maharashtra + 6 more",Mumbai,7,Public,27,501-1k Employees (India),94000,615000,1,3,India,Asia
Raintree Hotel ,4.5,Chennai + 3 more,Chennai,3,Private,12,51-200 Employees (India),94000,261000,3,3,India,Asia
Intercraft Trading ,4.4,"Mumbai,Maharashtra + 20 more",Mumbai,21,,28,201-500 Employees (India),94000,126000,0,3,India,Asia
Lester Infoservices ,3.6,"East Haven,Connecticut + 1 more",East Haven,2,Private,41,201-500 Employees (India),94000,399000,6,6,United States of America,Americas
Sitel Group India ,4,Miami + 6 more,Miami,6,,37,1k-5k Employees (India),94000,740000,0,7,United States of America,Americas
Selectsys ,3.7,Knoxville,Knoxville,1,Private,16,51-200 Employees (India),93000,525000,3,7,United States of America,Americas
Sai Service Station ,3.8,"Mumbai,Maharashtra + 10 more",Mumbai,11,Private,37,11-50 Employees (India),93000,367000,0,0,India,Asia
Calderys India Refractories ,4.1,Paris + 11 more,Paris,11,Private,114,501-1k Employees (India),93000,400000,1,9,France,Europe
Toto India Industries ,4.3,"Mumbai,Maharashtra + 10 more",Mumbai,11,Private,11,51-200 Employees (India),93000,383000,0,4,India,Asia
Kaff Appliances (india) ,3.1,"Gurgaon,Haryana + 19 more",Gurgaon,20,,15,51-200 Employees (India),93000,423000,0,4,India,Asia
Desai Construction ,4.1,"Mumbai,Maharashtra + 16 more",Mumbai,17,Private,47,51-200 Employees (India),93000,362000,0,4,India,Asia
TMTL ,4,Chennai + 15 more,Chennai,15,,17,10k-50k Employees (India),93000,391000,0,6,India,Asia
Virtusa Software Services ,3.5,Southborough + 7 more,Southborough,7,Public,26,5k-10k Employees (India),93000,1200,0,11,United States of America,Americas
Bilt Graphic Paper Products ,4,Mumbai + 8 more,Mumbai,8,Public,15,51-200 Employees (India),93000,392000,7,3,India,Asia
ATC Tires ,3.9,Mumbai + 11 more,Mumbai,11,Private,15,201-500 Employees (India),93000,493000,0,3,India,Asia
Rexel ,4.1,Paris + 16 more,Paris,16,Private,8,201-500 Employees (India),93000,560000,2,0,France,Europe
Umedica Laboratories ,3.5,"Mumbai,Maharashtra + 3 more",Mumbai,4,Private,40,51-200 Employees (India),93000,613000,0,0,India,Asia
ONKAR DIES ,3.8,Nagpur,Nagpur,1,Private,18,11-50 Employees (India),93000,417000,0,2,India,Asia
Man Industries ,3.9,"Mumbai,Maharashtra + 7 more",Mumbai,8,Public,34,1k-5k Employees (India),93000,680000,7,1,India,Asia
Hombale Constructions and Estates ,4.6,Bangalore + 3 more,Bangalore,3,,15,51-200 Employees (India),93000,374000,0,1,India,Asia
Rolls-Royce ,3.5,London + 6 more,London,6,Private,23,501-1k Employees (India),93000,525000,5,13,United Kingdom,Europe
XenonStack ,4.2,"SunnyVale,California",SunnyVale,#VALUE!,Private,10,51-200 Employees (India),93000,162000,10,8,United States of America,Americas
Paranjape Schemes Construction ,4.1,"Pune,Maharashtra + 6 more",Pune,7,Private,92,201-500 Employees (India),93000,530000,6,3,India,Asia
D Light Energy ,3.8,"San Francisco,California + 21 more",San Francisco,22,Private,15,51-200 Employees (India),93000,316000,11,1,United States of America,Americas
Cholamandalam MS Risk Services ,3.9,Chennai + 16 more,Chennai,16,JV,28,201-500 Employees (India),93000,419000,0,4,India,Asia
SONATRACH ,4,Algiers,Algiers,1,Other,59,1-10 Employees (India),93000,26000,0,0,Algeria,Africa
Zyoin ,3.8,Bangalore + 3 more,Bangalore,3,Private,17,201-500 Employees (India),93000,321000,711,6,India,Asia
eMDs ,3.6,Austin + 4 more,Austin,4,Private,26,201-500 Employees (India),93000,562000,0,10,United States of America,Americas
VIVO Healthcare ,3,"Gurgaon,Haryana + 14 more",Gurgaon,15,Private,13,51-200 Employees (India),93000,181000,0,0,India,Asia
GKN Sinter Metals ,4.1,Auburn Hills + 5 more,Auburn,5,Private,120,51-200 Employees (India),93000,360000,0,6,United States of America,Americas
MahaOnline ,4.6,"Mumbai,Maharashtra + 19 more",Mumbai,20,Public,12,501-1k Employees (Global),93000,175000,0,0,India,Asia
Anri Solutions HR Services ,3.3,Delhi + 2 more,Delhi,2,Private,19,11-50 Employees (India),93000,549000,28,5,India,Asia
Sakon ,3.8,"Concord,Massachusetts",Concord,#VALUE!,Private,19,501-1k Employees (India),93000,846000,0,5,United States of America,Americas
The Sparks Foundation ,4.5,Singapore + 12 more,Singapore,12,,6,5k-10k Employees (India),93000,81000,0,9,Singapore,Asia
DTC Projects ,4,"Vancouver,British Columbia + 6 more",Vancouver,7,Private,52,51-200 Employees (India),93000,266000,6,5,Canada,Americas
Arabian Bemco Contracting Co ,4.6,Jeddah + 10 more,Jeddah,10,,54,51-200 Employees (India),93000,99000,0,0,Saudi Arabia,Asia
Moody's ,4,"New York,New York + 1 more",New York,2,Private,113,1k-5k Employees (India),298000,818000,0,2,United States of America,Americas
Varindera Constructions ,4.4,"New Delhi,Delhi + 10 more",New Delhi,11,Public,38,501-1k Employees (India),92000,407000,6,3,India,Asia
Covestro ,4.3,Leverkusen + 7 more,Leverkusen,7,,7,201-500 Employees (India),92000,404000,0,5,Germany,Europe
ACS Group ,4,Duluth + 6 more,Duluth,6,Private,24,1k-5k Employees (India),92000,691000,2,8,United States of America,Americas
IndiaLends ,3.7,"Delhi,NCT + 2 more",Delhi,3,Private,8,201-500 Employees (India),92000,564000,16,6,India,Asia
Pravin Electricals ,3.8,"Mumbai,Maharashtra + 8 more",Mumbai,9,Private,36,1k-5k Employees (India),92000,544000,0,2,India,Asia
Lycatel BPO ,3.5,London + 2 more,London,2,Private,16,201-500 Employees (India),92000,514000,2,1,United Kingdom,Europe
Isc Projects ,3.7,"Pune,Maharashtra + 10 more",Pune,11,Private,55,51-200 Employees (India),92000,337000,0,5,India,Asia
Lubi Industries Llp ,4.3,Ahmedabad + 19 more,Ahmedabad,19,Private,57,1k-5k Employees (India),92000,508000,0,2,India,Asia
Spykar Lifestyles ,4.3,"Mumbai,Maharashtra + 21 more",Mumbai,22,Private,30,501-1k Employees (India),92000,338000,2,2,India,Asia
Cotecna Inspection India ,3.6,"Geneva,Geneva + 23 more",Geneva,24,Private,48,201-500 Employees (India),92000,358000,0,3,Switzerland,Europe
Fawaz Alhokair Group ,4.2,Riyadh + 5 more,Riyadh,5,Private,32,11-50 Employees (India),92000,62000,0,2,Saudi Arabia,Asia
Automotive Robotics (India) ,4,"East Peoria,Illinois + 3 more",East Peoria,4,Private,16,501-1k Employees (India),92000,1000,192,6,United States of America,Americas
Hirschvogel Components ,4.2,Denklingen,Denklingen,1,Private,84,5k-10k Employees (India),92000,448000,2,1,Germany,Europe
Tyco Fire & Security ,4.2,Abu Dhabi + 15 more,Abu,15,Private,30,501-1k Employees (India),92000,286000,0,1,India,Asia
Beumer Group ,4.1,"Beckum,Deutschland + 12 more",Beckum,13,Private,87,201-500 Employees (India),92000,535000,5,6,Germany,Europe
Montage Enterprises ,4.1,"Mumbai,Maharashtra + 9 more",Mumbai,10,Private,20,201-500 Employees (India),92000,381000,0,1,India,Asia
Scc Infrastructure ,4.1,"Ahmedabad,Gujarat + 11 more",Ahmedabad,12,Private,28,201-500 Employees (Global),92000,302000,0,9,India,Asia
Advanced Micro Devices ,3.9,"Santa Clara,California + 7 more",Santa Clara,8,Private,53,1k-5k Employees (India),92000,1100,301,6,Cuba,Americas
Quadgen Wireless Solutions ,3.6,"King Of Prussia,Pennsylvania + 14 more",King Of Prussia,15,Private,15,51-200 Employees (India),92000,645000,0,2,United States of America,Americas
India Transact Services ,4.1,Mumbai + 26 more,Mumbai,26,,15,501-1k Employees (India),92000,441000,0,1,India,Asia
Riddhi Corporate Services ,4,Ahmedabad + 20 more,Ahmedabad,20,Public,12,11-50 Employees (India),92000,374000,0,6,India,Asia
Tatva Chintan Pharma Chem ,3.6,Vadodara + 4 more,Vadodara,4,Private,26,51-200 Employees (India),92000,467000,3,6,India,Asia
Kamdhenu ,3.9,Alwar + 23 more,Alwar,23,Public,27,501-1k Employees (India),92000,469000,0,0,India,Asia
Hotel Sahara Star ,4.3,Mumbai + 2 more,Mumbai,2,Private,20,201-500 Employees (India),92000,322000,0,2,India,Asia
Mehta Cad Cam Systems ,3.9,"Ahmedabad,Gujarat + 11 more",Ahmedabad,12,Private,33,51-200 Employees (India),92000,431000,5,1,India,Asia
Repro India ,3.7,"Mumbai,Maharashtra + 10 more",Mumbai,11,Public,38,501-1k Employees (India),92000,433000,4,3,India,Asia
VWR International ,3.9,"Radnor,Pennsylvania",Radnor,#VALUE!,Private,170,51-200 Employees (India),92000,681000,0,5,United States of America,Americas
Government of Bihar ,3.9,Patna + 19 more,Patna,19,Private,75,201-500 Employees (Global),92000,291000,0,1,India,Asia
Ace Creative Learning ,4.3,Bangalore + 11 more,Bangalore,11,Private,24,1k-5k Employees (India),92000,346000,2,1,India,Asia
Alorica ,3.3,"Irvine,California + 5 more",Irvine,6,Private,4,201-500 Employees (India),92000,507000,30,21,United States of America,Americas
Saurer ,3.4,Wattwil + 9 more,Wattwil,9,,169,201-500 Employees (India),92000,485000,0,1,Switzerland,Europe
Royal Bank of Scotland International ,4.1,Edinburgh + 6 more,Edinburgh,6,Private,295,201-500 Employees (India),92000,1500,0,8,United Kingdom,Europe
Bain & Company ,4.2,"Boston,Massachusetts + 10 more",Boston,11,Private,49,1k-5k Employees (India),92000,1700,1,19,United States of America,Americas
Arihant Publications ,3.6,Meerut + 13 more,Meerut,13,Private,25,51-200 Employees (India),92000,291000,0,4,India,Asia
EVIO ,4,"Mumbai,Maharashtra + 5 more",Mumbai,6,Private,11,51-200 Employees (India),92000,473000,9,2,India,Asia
RateGain ,3.6,"London,England + 2 more",London,3,Private,18,201-500 Employees (India),92000,712000,69,4,United Kingdom,Europe
SevenMentor ,4.8,"Pune,Maharashtra",Pune,#VALUE!,Private,13,51-200 Employees (India),91000,152000,8,4,India,Asia
Tudip Technologies ,2.6,"Pune,Maharashtra",Pune,#VALUE!,Private,12,201-500 Employees (India),91000,739000,22,14,India,Asia
Annet Technologies ,3.9,"Dallas,Texas + 3 more",Dallas,4,Private,24,201-500 Employees (India),91000,628000,4,4,United States of America,Americas
Bharatiya Vidya Bhavan ,4.2,Mumbai + 23 more,Mumbai,23,,84,10k-50k Employees (India),91000,218000,4,2,India,Asia
Illusion Dental Laboratory ,4.3,"Mumbai,Maharashtra + 23 more",Mumbai,24,Private,18,11-50 Employees (India),91000,293000,4,6,India,Asia
Navitas Life Sciences ,4,Princeton + 4 more,Princeton,4,Private,21,501-1k Employees (India),91000,724000,2,5,United States of America,Americas
Duroflex ,4.1,Bangalore + 21 more,Bangalore,21,,59,201-500 Employees (India),91000,619000,5,4,India,Asia
Ami Lifesciences ,3.8,Vadodara + 3 more,Vadodara,3,,28,1k-5k Employees (India),91000,739000,3,6,India,Asia
Shalina Laboratories ,3,"Dubai,Dubai + 4 more",Dubai,5,Private,37,51-200 Employees (India),91000,409000,16,1,United Arab Emirates,Asia
IndianOil Skytanking ,3.3,Mumbai + 9 more,Mumbai,9,Private,16,201-500 Employees (India),91000,424000,0,3,India,Asia
CohnReznick ,3.8,"New York,New York + 1 more",New York,2,Private,103,201-500 Employees (India),91000,610000,4,9,United States of America,Americas
SurePrep ,3.8,"Irvine,California + 2 more",Irvine,3,Private,20,51-200 Employees (India),91000,642000,8,7,United States of America,Americas
Vanderlande Industries ,4.4,"Veghel,North Brabant + 6 more",Veghel,7,Private,73,1k-5k Employees (India),91000,699000,51,8,Netherlands,Europe
ACI Worldwide ,4.2,"Coral Gables,Florida + 3 more",Coral Gables,4,Private,47,501-1k Employees (India),91000,868000,92,3,United States of America,Americas
Vistaprint ,4.1,Mumbai + 7 more,Mumbai,7,Private,10,1k-5k Employees (India),91000,294000,0,0,India,Asia
Orange Retail Finance ,4,Chennai + 33 more,Chennai,33,Private,22,1k-5k Employees (India),91000,507000,0,2,India,Asia
Decimal Point Analytics ,3.7,Mumbai + 5 more,Mumbai,5,Private,10,501-1k Employees (India),91000,708000,54,12,India,Asia
M+W Group ,4.4,Stuttgart + 10 more,Stuttgart,10,Private,110,51-200 Employees (India),91000,252000,2,1,Germany,Europe
Maneesh Pharmaceuticals ,3.8,"Mumbai,Maharashtra + 9 more",Mumbai,10,Private,47,201-500 Employees (India),91000,382000,9,2,India,Asia
Hard Rock Cafe ,4.3,Davie + 14 more,Davie,14,Private,51,11-50 Employees (India),91000,292000,0,1,United States of America,Americas
A. Menarini India ,3.8,Florence + 15 more,Florence,15,Private,136,501-1k Employees (India),91000,298000,0,0,Italy,Europe
The Smart Cube ,4.1,"London,Greater London + 5 more",London,6,Private,19,201-500 Employees (India),91000,1100,69,6,United Kingdom,Europe
Rich Graviss Products ,4.3,"Mumbai,Maharashtra + 16 more",Mumbai,17,Private,28,201-500 Employees (India),91000,421000,1,5,India,Asia
Nikon ,4.2,"Tokyo,Tokyo-to + 22 more",Tokyo,23,Private,15,201-500 Employees (India),91000,336000,0,1,Japan,Asia
